bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34
pg3805-11,0.0247,0.3417,0.0734,0.0720,0.0166,0.0358,0.0304,0.0550,0.0586,0.0002,0.0018,0.0109,0.0044,0.0984,-0.0987,0.0413,0.4848,0.1818,0.3333,0.7755,-0.0798,-0.3072,-0.0071,0.0115,0.0078,-0.0018,0.0104,0.0038,-0.0085,-0.0039,-0.0025,-0.0096,0.3150,0.5263,0.0000
pg42115-6,0.0235,0.2144,0.0125,0.0612,0.0265,0.0309,0.0265,0.0612,0.0438,0.0031,0.0057,0.0028,0.0058,0.0993,-0.0432,0.0410,0.2759,0.3103,0.4138,0.6649,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.3883,0.2105,0.0000
pg42115-5,0.0241,0.2633,0.0045,0.0632,0.0249,0.0263,0.0258,0.0649,0.0420,0.0032,0.0069,0.0044,0.0059,0.1052,-0.0257,0.0446,0.3103,0.3103,0.3793,0.6525,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.4440,0.2105,0.0000
pg42115-8,0.0220,0.3424,0.0635,0.0628,0.0333,0.0292,0.0276,0.0634,0.0454,0.0037,0.0062,0.0029,0.0046,0.1038,-0.0390,0.0377,0.6207,0.2414,0.1379,0.6791,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.3589,0.2632,0.0000
pg42115-7,0.0246,0.2888,0.0120,0.0651,0.0263,0.0284,0.0285,0.0681,0.0435,0.0025,0.0060,0.0039,0.0089,0.1090,-0.0501,0.0486,0.5517,0.1379,0.3103,0.6542,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.4426,0.2632,0.0000
pg42115-9,0.0249,0.3226,0.0279,0.0664,0.0303,0.0278,0.0243,0.0623,0.0435,0.0030,0.0058,0.0023,0.0066,0.0977,-0.0473,0.0478,0.4483,0.4138,0.1379,0.6619,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.4393,0.2368,0.0000
pg2057-3,0.0135,0.2857,0.0171,0.0690,0.0185,0.0255,0.0358,0.0636,0.0531,0.0005,0.0046,0.0083,0.0065,0.1128,-0.0825,0.0229,0.6000,0.2286,0.1714,0.7985,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.1769,0.2105,0.0000
pg39387-4,0.0162,0.4560,0.0456,0.0480,0.0156,0.0298,0.0304,0.0629,0.0383,0.0010,0.0060,0.0079,0.0027,0.1082,0.0351,0.0215,0.4400,0.0800,0.4800,0.7092,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.1825,0.1579,0.0000
pg2057-2,0.0127,0.3975,0.0205,0.0520,0.0212,0.0250,0.0373,0.0676,0.0529,0.0008,0.0062,0.0074,0.0057,0.1193,-0.0788,0.0144,0.3143,0.2286,0.4571,0.7700,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.0990,0.0789,0.0000
pg39387-5,0.0191,0.3932,0.0548,0.0548,0.0182,0.0279,0.0301,0.0682,0.0404,0.0006,0.0038,0.0096,0.0022,0.1123,0.0084,0.0392,0.4400,0.2400,0.3200,0.7056,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.3488,0.3158,0.0000
pg2057-5,0.0181,0.4337,0.0049,0.0460,0.0151,0.0248,0.0314,0.0685,0.0537,0.0008,0.0029,0.0063,0.0104,0.1099,-0.1029,0.0276,0.4571,0.1143,0.4286,0.7841,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.1868,0.1579,0.0000
pg39387-6,0.0153,0.4466,0.0249,0.0522,0.0161,0.0277,0.0291,0.0570,0.0364,0.0002,0.0047,0.0098,0.0022,0.1008,0.0586,0.0248,0.4000,0.0800,0.5200,0.6470,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.2236,0.1842,0.0000
pg2057-4,0.0159,0.2726,0.0000,0.0562,0.0212,0.0258,0.0329,0.0703,0.0467,0.0008,0.0054,0.0102,0.0067,0.1196,-0.0524,0.0181,0.3714,0.2000,0.4286,0.7369,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.1563,0.1579,0.0000
pg39387-7,0.0147,0.2987,0.1337,0.0415,0.0191,0.0286,0.0268,0.0614,0.0378,0.0005,0.0063,0.0080,0.0019,0.1030,0.0545,0.0284,0.4000,0.1600,0.4400,0.6867,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.1692,0.1579,0.0000
pg42115-2,0.0214,0.2899,0.0435,0.0689,0.0277,0.0268,0.0285,0.0714,0.0405,0.0016,0.0060,0.0038,0.0049,0.1113,-0.0141,0.0353,0.5517,0.0690,0.3793,0.6560,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.3582,0.2368,0.0000
pg39387-1,0.0174,0.4489,0.0908,0.0601,0.0192,0.0272,0.0289,0.0653,0.0425,0.0005,0.0058,0.0062,0.0016,0.1067,0.0076,0.0260,0.2800,0.3600,0.3600,0.6819,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.2242,0.3158,0.0000
pg42115-1,0.0126,0.3439,0.0202,0.0409,0.0283,0.0334,0.0326,0.0762,0.0325,0.0024,0.0058,0.0035,0.0025,0.1205,0.1180,0.0117,0.2069,0.4138,0.3793,0.5321,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.1576,0.1053,0.0000
pg2057-1,0.0139,0.2828,0.0041,0.0572,0.0167,0.0268,0.0386,0.0660,0.0490,0.0007,0.0077,0.0103,0.0061,0.1233,-0.0535,0.0171,0.4857,0.3143,0.2000,0.7404,-0.0889,-0.1014,-0.0098,-0.0015,0.0110,-0.0097,-0.0083,-0.0026,0.0019,0.0000,0.0051,0.0137,0.1408,0.1842,0.0000
pg39387-2,0.0188,0.5193,0.0825,0.0592,0.0184,0.0270,0.0309,0.0647,0.0405,0.0010,0.0052,0.0085,0.0019,0.1103,0.0200,0.0278,0.4000,0.1600,0.4400,0.7143,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.2756,0.3947,0.0000
pg42115-4,0.0274,0.2544,0.0074,0.0802,0.0275,0.0271,0.0254,0.0678,0.0401,0.0029,0.0072,0.0033,0.0098,0.1066,-0.0378,0.0505,0.3793,0.1379,0.4828,0.7124,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.4759,0.3158,0.0000
pg39387-3,0.0136,0.4076,0.0697,0.0484,0.0176,0.0297,0.0268,0.0631,0.0373,0.0007,0.0066,0.0083,0.0014,0.1055,0.0586,0.0233,0.3600,0.2400,0.4000,0.6972,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.1658,0.1579,0.0000
pg42115-3,0.0314,0.3056,0.0258,0.0739,0.0269,0.0271,0.0264,0.0691,0.0444,0.0024,0.0060,0.0041,0.0087,0.1080,-0.0626,0.0604,0.3929,0.2857,0.3214,0.7080,-0.0809,0.0715,0.0069,0.0117,-0.0017,0.0009,0.0108,-0.0086,-0.0063,-0.0078,-0.0097,0.0037,0.5311,0.4211,0.0000
pg16788-1,0.0168,0.2638,0.1854,0.0718,0.0188,0.0282,0.0426,0.0775,0.0268,0.0006,0.0122,0.0130,0.0102,0.1459,0.0828,0.0396,0.2941,0.4706,0.2353,0.6835,-0.0373,-0.3622,0.0025,0.0115,0.0061,-0.0104,-0.0094,0.0024,0.0096,0.0015,-0.0087,-0.0050,0.5093,0.3421,0.0000
pg9849-1,0.0123,0.3087,0.2641,0.0663,0.0257,0.0274,0.0339,0.0577,0.0377,0.0001,0.0039,0.0069,0.0024,0.1025,0.0379,0.0234,0.3125,0.2813,0.4063,0.6798,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.2500,0.2895,0.0000
pg35443-11,0.0174,0.1682,0.0051,0.0763,0.0212,0.0295,0.0265,0.0580,0.0347,0.0016,0.0133,0.0158,0.0027,0.1152,0.0649,0.0211,0.4091,0.1364,0.4545,0.6431,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.1429,0.2105,0.0000
pg35443-10,0.0208,0.1218,0.1334,0.0730,0.0222,0.0273,0.0302,0.0537,0.0357,0.0011,0.0155,0.0182,0.0047,0.1187,0.0360,0.0222,0.1818,0.3636,0.4545,0.6441,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.1425,0.1579,0.0000
pg35443-13,0.0210,0.2556,0.0310,0.0687,0.0248,0.0287,0.0295,0.0544,0.0327,0.0022,0.0117,0.0150,0.0022,0.1128,0.1010,0.0198,0.3182,0.1364,0.5455,0.6192,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.1302,0.0789,0.0000
pg39387-8,0.0118,0.2862,0.1860,0.0320,0.0115,0.0278,0.0339,0.0596,0.0339,0.0009,0.0057,0.0115,0.0006,0.1116,0.1241,0.0276,0.1667,0.2083,0.6250,0.6258,-0.0798,-0.0685,-0.0042,-0.0025,0.0142,-0.0060,-0.0101,-0.0059,-0.0011,-0.0003,0.0010,0.0148,0.0794,0.1579,0.0000
pg35443-12,0.0183,0.2006,0.0319,0.0798,0.0269,0.0221,0.0294,0.0656,0.0324,0.0030,0.0123,0.0155,0.0031,0.1258,0.0899,0.0251,0.2857,0.1905,0.5238,0.6665,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.1324,0.0789,0.0000
pg35443-15,0.0175,0.1160,0.1292,0.0957,0.0258,0.0283,0.0267,0.0569,0.0375,0.0021,0.0141,0.0118,0.0072,0.1116,0.0013,0.0225,0.3333,0.3810,0.2857,0.6983,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.2056,0.3421,0.0000
pg35443-14,0.0193,0.1452,0.0447,0.0728,0.0257,0.0264,0.0309,0.0574,0.0340,0.0017,0.0123,0.0143,0.0037,0.1166,0.0660,0.0207,0.2727,0.1818,0.5455,0.6357,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.1151,0.0789,0.0000
pg35443-17,0.0222,0.0451,0.1885,0.0876,0.0368,0.0243,0.0265,0.0554,0.0365,0.0028,0.0132,0.0154,0.0094,0.1134,-0.0134,0.0246,0.4545,0.1364,0.4091,0.7187,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.2128,0.2105,0.0000
pg39254-6,0.0203,0.4803,0.0000,0.0640,0.0171,0.0304,0.0208,0.0592,0.0525,0.0009,0.0027,0.0094,0.0037,0.0930,-0.0662,0.0322,0.4828,0.1379,0.3793,0.7670,-0.1360,-0.0390,0.0123,-0.0075,0.0039,0.0098,-0.0001,0.0079,-0.0049,-0.0094,-0.0112,-0.0008,0.2813,0.2105,0.0000
pg35443-16,0.0172,0.1315,0.1038,0.0907,0.0249,0.0260,0.0299,0.0574,0.0365,0.0008,0.0128,0.0150,0.0039,0.1159,0.0235,0.0214,0.2273,0.3636,0.4091,0.6591,-0.0591,-0.3450,0.0002,-0.0092,0.0058,0.0099,-0.0065,-0.0077,0.0122,-0.0010,-0.0118,0.0080,0.1701,0.1842,0.0000
pg39254-5,0.0163,0.4280,0.0000,0.0763,0.0202,0.0217,0.0262,0.0567,0.0491,0.0008,0.0031,0.0110,0.0033,0.0978,-0.0461,0.0243,0.4483,0.2069,0.3448,0.7384,-0.1360,-0.0390,0.0123,-0.0075,0.0039,0.0098,-0.0001,0.0079,-0.0049,-0.0094,-0.0112,-0.0008,0.2158,0.2632,0.0000
pg39254-2,0.0152,0.4700,0.0053,0.0546,0.0205,0.0249,0.0285,0.0583,0.0436,0.0008,0.0048,0.0133,0.0004,0.1057,0.0052,0.0238,0.4138,0.2069,0.3793,0.6996,-0.1360,-0.0390,0.0123,-0.0075,0.0039,0.0098,-0.0001,0.0079,-0.0049,-0.0094,-0.0112,-0.0008,0.2385,0.2105,0.0000
pg39254-1,0.0176,0.4818,0.0028,0.0523,0.0191,0.0261,0.0298,0.0682,0.0457,0.0006,0.0036,0.0158,0.0033,0.1180,-0.0149,0.0286,0.3103,0.2759,0.4138,0.6867,-0.1360,-0.0390,0.0123,-0.0075,0.0039,0.0098,-0.0001,0.0079,-0.0049,-0.0094,-0.0112,-0.0008,0.2639,0.3158,0.0000
pg39254-4,0.0195,0.5265,0.0000,0.0728,0.0195,0.0239,0.0238,0.0526,0.0519,0.0008,0.0010,0.0127,0.0034,0.0909,-0.0707,0.0339,0.4138,0.2759,0.3103,0.7718,-0.1360,-0.0390,0.0123,-0.0075,0.0039,0.0098,-0.0001,0.0079,-0.0049,-0.0094,-0.0112,-0.0008,0.2798,0.2105,0.0000
pg39254-3,0.0140,0.6149,0.0014,0.0568,0.0159,0.0266,0.0250,0.0516,0.0428,0.0006,0.0022,0.0136,0.0013,0.0930,0.0141,0.0134,0.3793,0.1379,0.4828,0.6510,-0.1360,-0.0390,0.0123,-0.0075,0.0039,0.0098,-0.0001,0.0079,-0.0049,-0.0094,-0.0112,-0.0008,0.1323,0.1579,0.0000
pg35146-6,0.0235,0.2816,0.0789,0.0813,0.0302,0.0209,0.0310,0.0632,0.0513,0.0002,0.0042,0.0115,0.0086,0.1101,-0.0873,0.0674,0.4848,0.0909,0.4242,0.7341,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.4390,0.3158,0.0000
pg41089-9,0.0191,0.1553,0.2399,0.0844,0.0310,0.0301,0.0321,0.0669,0.0383,0.0002,0.0003,0.0107,0.0073,0.1103,-0.0007,0.0346,0.4667,0.1000,0.4333,0.6422,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.3565,0.2105,0.0000
pg35146-5,0.0213,0.1791,0.2535,0.0869,0.0287,0.0215,0.0292,0.0631,0.0490,0.0001,0.0035,0.0125,0.0062,0.1084,-0.0726,0.0579,0.2500,0.3125,0.4375,0.7503,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.4254,0.3684,0.0000
pg41089-8,0.0208,0.0880,0.1548,0.0828,0.0251,0.0292,0.0324,0.0613,0.0383,0.0000,0.0007,0.0120,0.0059,0.1064,0.0060,0.0257,0.4000,0.1000,0.5000,0.6559,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.2719,0.1316,0.0000
pg35146-4,0.0233,0.1753,0.2089,0.0911,0.0281,0.0238,0.0309,0.0657,0.0469,0.0002,0.0045,0.0170,0.0082,0.1183,-0.0626,0.0642,0.7576,0.0909,0.1515,0.7482,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.4689,0.3947,0.0000
pg35146-3,0.0166,0.2703,0.2150,0.0643,0.0208,0.0266,0.0327,0.0632,0.0439,0.0001,0.0018,0.0120,0.0072,0.1098,-0.0396,0.0435,0.5455,0.0303,0.4242,0.7038,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.3537,0.3421,0.0000
pg35146-9,0.0214,0.1646,0.2634,0.0751,0.0221,0.0273,0.0319,0.0595,0.0486,0.0003,0.0024,0.0120,0.0078,0.1061,-0.0816,0.0574,0.4242,0.1515,0.4242,0.7730,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.4169,0.4737,0.0000
pg35146-8,0.0218,0.2295,0.2197,0.0782,0.0242,0.0253,0.0310,0.0607,0.0495,0.0004,0.0031,0.0091,0.0079,0.1043,-0.0765,0.0553,0.5758,0.0303,0.3939,0.7655,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.3790,0.4211,0.0000
pg35146-7,0.0176,0.3347,0.1973,0.0711,0.0257,0.0254,0.0332,0.0660,0.0427,0.0006,0.0023,0.0121,0.0052,0.1142,-0.0257,0.0424,0.3939,0.2121,0.3939,0.7157,-0.0752,-0.4041,-0.0106,-0.0032,-0.0057,0.0119,0.0063,0.0023,-0.0011,-0.0115,0.0111,0.0005,0.3680,0.2895,0.0000
pg41089-1,0.0198,0.1801,0.1592,0.0790,0.0265,0.0256,0.0315,0.0637,0.0367,0.0002,0.0013,0.0137,0.0064,0.1104,0.0117,0.0302,0.4333,0.3000,0.2667,0.6441,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.3311,0.2105,0.0000
pg41089-3,0.0209,0.1102,0.1979,0.0920,0.0232,0.0243,0.0285,0.0554,0.0396,0.0002,0.0009,0.0122,0.0075,0.0972,-0.0290,0.0407,0.3667,0.1667,0.4667,0.6661,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.3921,0.2368,0.0000
pg41089-2,0.0185,0.1646,0.1275,0.0817,0.0234,0.0272,0.0328,0.0623,0.0360,0.0001,0.0008,0.0113,0.0047,0.1073,0.0342,0.0241,0.4667,0.2000,0.3333,0.6438,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.2766,0.2368,0.0000
pg41089-5,0.0192,0.2360,0.1081,0.0871,0.0239,0.0292,0.0298,0.0646,0.0421,0.0003,0.0007,0.0113,0.0070,0.1067,-0.0384,0.0410,0.5667,0.1000,0.3333,0.7046,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.3808,0.2368,0.0000
pg41089-4,0.0169,0.1196,0.2618,0.0817,0.0245,0.0257,0.0314,0.0603,0.0380,0.0001,0.0009,0.0151,0.0084,0.1078,-0.0127,0.0321,0.4000,0.2333,0.3667,0.6620,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.3098,0.2368,0.0000
pg41089-7,0.0248,0.1521,0.2043,0.1039,0.0322,0.0278,0.0280,0.0574,0.0450,0.0000,0.0014,0.0123,0.0086,0.0991,-0.0746,0.0496,0.7000,0.0667,0.2333,0.7183,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.4157,0.2632,0.0000
pg41089-6,0.0204,0.0895,0.2629,0.0963,0.0300,0.0249,0.0305,0.0520,0.0407,0.0001,0.0022,0.0119,0.0085,0.0967,-0.0479,0.0405,0.4483,0.1379,0.4138,0.6937,-0.0350,-0.0096,-0.0037,0.0135,0.0082,0.0033,0.0104,-0.0057,-0.0076,-0.0064,-0.0073,-0.0046,0.3657,0.1842,0.0000
pg9849-9,0.0235,0.2338,0.1599,0.0941,0.0235,0.0229,0.0251,0.0577,0.0511,0.0001,0.0040,0.0050,0.0044,0.0919,-0.0820,0.0489,0.4375,0.1875,0.3750,0.7678,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.4030,0.4474,0.0000
pg9849-8,0.0280,0.2483,0.1737,0.0823,0.0196,0.0259,0.0315,0.0617,0.0508,0.0002,0.0024,0.0035,0.0065,0.0993,-0.0820,0.0509,0.5000,0.0938,0.4063,0.7730,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.4163,0.5000,0.0000
pg9849-7,0.0258,0.2361,0.2253,0.0893,0.0221,0.0249,0.0317,0.0608,0.0461,0.0000,0.0046,0.0052,0.0043,0.1023,-0.0518,0.0517,0.6563,0.0938,0.2500,0.7335,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.4678,0.3947,0.0000
pg9849-6,0.0232,0.1778,0.2139,0.0819,0.0233,0.0230,0.0332,0.0570,0.0491,0.0001,0.0051,0.0075,0.0051,0.1029,-0.0652,0.0456,0.5000,0.1250,0.3750,0.7823,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.3944,0.5789,0.0000
pg9849-5,0.0229,0.2115,0.2342,0.1004,0.0230,0.0246,0.0300,0.0558,0.0467,0.0002,0.0046,0.0074,0.0034,0.0980,-0.0573,0.0484,0.4194,0.1613,0.4194,0.7774,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.4304,0.4737,0.0000
pg9849-4,0.0222,0.3594,0.0165,0.0786,0.0185,0.0287,0.0323,0.0578,0.0474,0.0000,0.0045,0.0040,0.0033,0.0986,-0.0518,0.0446,0.3125,0.2188,0.4688,0.7555,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.4033,0.2895,0.0000
pg9849-3,0.0219,0.3216,0.1032,0.0771,0.0227,0.0261,0.0351,0.0646,0.0471,0.0002,0.0043,0.0078,0.0049,0.1120,-0.0562,0.0454,0.4375,0.1250,0.4375,0.7664,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.4083,0.6579,0.0000
pg9849-2,0.0206,0.2440,0.2520,0.0894,0.0229,0.0255,0.0291,0.0594,0.0460,0.0002,0.0035,0.0066,0.0032,0.0988,-0.0408,0.0462,0.2258,0.1935,0.5806,0.7329,-0.0786,-0.7347,0.0123,0.0098,0.0028,-0.0065,-0.0120,0.0093,0.0020,-0.0078,-0.0050,-0.0048,0.4294,0.5789,0.0000
pg20424-11,0.0213,0.1500,0.2233,0.0920,0.0240,0.0234,0.0416,0.0476,0.0406,0.0008,0.0057,0.0221,0.0155,0.1178,-0.0667,0.0377,0.3103,0.2069,0.4828,0.7993,-0.0878,-0.1909,-0.0048,-0.0096,0.0028,0.0109,-0.0104,-0.0017,0.0133,-0.0066,-0.0009,0.0071,0.3135,0.1842,0.0000
pg33995-3,0.0095,0.4137,0.0829,0.0836,0.0201,0.0239,0.0333,0.0522,0.0395,0.0016,0.0042,0.0071,0.0032,0.0984,0.0200,0.0209,0.3448,0.0690,0.5862,0.7046,-0.1176,-0.4719,-0.0020,-0.0076,-0.0085,0.0076,-0.0080,-0.0007,0.0112,0.0096,0.0073,-0.0088,0.0934,0.1579,0.0000
pg20424-12,0.0249,0.2456,0.2986,0.0777,0.0222,0.0241,0.0384,0.0577,0.0361,0.0004,0.0084,0.0186,0.0210,0.1236,-0.0794,0.0337,0.5517,0.1379,0.3103,0.7950,-0.0878,-0.1909,-0.0048,-0.0096,0.0028,0.0109,-0.0104,-0.0017,0.0133,-0.0066,-0.0009,0.0071,0.2796,0.0789,0.0000
pg33995-4,0.0064,0.2842,0.0905,0.1092,0.0245,0.0222,0.0356,0.0581,0.0395,0.0008,0.0030,0.0093,0.0022,0.1068,0.0315,0.0076,0.2069,0.1724,0.6207,0.7601,-0.1176,-0.4719,-0.0020,-0.0076,-0.0085,0.0076,-0.0080,-0.0007,0.0112,0.0096,0.0073,-0.0088,0.0258,0.0526,0.0000
pg33995-5,0.0091,0.1795,0.0825,0.1008,0.0229,0.0231,0.0312,0.0600,0.0387,0.0007,0.0028,0.0082,0.0039,0.1029,0.0092,0.0179,0.5172,0.2414,0.2414,0.7455,-0.1176,-0.4719,-0.0020,-0.0076,-0.0085,0.0076,-0.0080,-0.0007,0.0112,0.0096,0.0073,-0.0088,0.1128,0.1842,0.0000
pg33995-6,0.0090,0.2956,0.1761,0.0940,0.0221,0.0252,0.0331,0.0594,0.0461,0.0008,0.0023,0.0095,0.0065,0.1050,-0.0400,0.0128,0.2759,0.0690,0.6552,0.7728,-0.1176,-0.4719,-0.0020,-0.0076,-0.0085,0.0076,-0.0080,-0.0007,0.0112,0.0096,0.0073,-0.0088,0.0699,0.1842,0.0000
pg8775-1,0.0117,0.6014,0.0797,0.0205,0.0283,0.0410,0.0272,0.0859,0.0276,0.0018,0.0035,0.0088,0.0007,0.1273,0.2287,0.0396,0.7500,0.0000,0.2500,0.4117,-0.1211,-1.4117,-0.0077,-0.0099,-0.0013,-0.0055,0.0104,0.0009,-0.0096,0.0119,0.0082,0.0026,0.1000,0.0263,0.0000
pg33995-1,0.0098,0.4787,0.1424,0.0783,0.0228,0.0260,0.0318,0.0551,0.0534,0.0013,0.0021,0.0095,0.0037,0.0998,-0.0731,0.0159,0.3448,0.4138,0.2414,0.7777,-0.1176,-0.4719,-0.0020,-0.0076,-0.0085,0.0076,-0.0080,-0.0007,0.0112,0.0096,0.0073,-0.0088,0.0889,0.2895,0.0000
pg20424-10,0.0187,0.3144,0.1440,0.0745,0.0241,0.0213,0.0414,0.0530,0.0370,0.0010,0.0062,0.0211,0.0139,0.1227,-0.0347,0.0324,0.4828,0.2414,0.2759,0.7499,-0.0878,-0.1909,-0.0048,-0.0096,0.0028,0.0109,-0.0104,-0.0017,0.0133,-0.0066,-0.0009,0.0071,0.3016,0.2105,0.0000
pg33995-2,0.0104,0.4562,0.0813,0.0737,0.0210,0.0265,0.0313,0.0509,0.0413,0.0005,0.0038,0.0116,0.0047,0.0981,0.0021,0.0217,0.3448,0.2759,0.3793,0.7195,-0.1176,-0.4719,-0.0020,-0.0076,-0.0085,0.0076,-0.0080,-0.0007,0.0112,0.0096,0.0073,-0.0088,0.1822,0.2105,0.0000
